lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
web/pnpm-lock.yaml,@radix-ui/primitive,1.1.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-dialog@1.1.17; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-alert-dialog,1.1.17,Keep,"Destructive action dialogs need focus trapping, restoration and keyboard behavior. Update with the other Radix packages.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-arrow,1.1.10,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-popper@1.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-collection,1.1.10,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-roving-focus@1.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-compose-refs,1.1.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-popper@1.3.1; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-slot@1.3.0; @radix-ui/react-switch@1.3.1; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-context,1.1.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-popper@1.3.1; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-dialog,1.1.17,Keep,"Drawers, invitations and attachment previews use it. A native dialog migration is a UI project, not a free dependency deletion.",@radix-ui/react-alert-dialog@1.1.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-direction,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-roving-focus@1.1.13; @radix-ui/react-toggle-group@1.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-dismissable-layer,1.1.13,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-focus-guards,1.1.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-focus-scope,1.1.10,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-id,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-popper,1.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-portal,1.1.12,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-presence,1.1.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-primitive,2.1.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-arrow@1.1.10; @radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-popper@1.3.1; @radix-ui/react-portal@1.1.12; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10; @radix-ui/react-visually-hidden@1.2.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-roving-focus,1.1.13,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-toggle-group@1.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-slot,1.3.0,Keep,Button asChild composition merges handlers/refs. Tiny and shared with other Radix primitives. Removing it alone does not remove the underlying graph.,@radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-primitive@2.1.6; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-switch,1.3.1,Keep,"Repository permission controls. Native checkbox is a possible later UI simplification, but current keyboard/form behavior is useful and only two exclusive lock entries are at stake.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-toggle-group,1.1.13,Keep,History and preview/source segmented choices use keyboard and selection semantics. Update with Radix; do not silently change them to unrelated buttons.,,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-toggle,1.1.12,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-toggle-group@1.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-tooltip,1.2.10,Keep,Copy controls use accessible hover/focus tooltips. Keep with Radix and verify focus/escape behavior after updates.,,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-callback-ref,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-popper@1.3.1; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-use-escape-keydown@1.1.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-controllable-state,1.2.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-effect-event,0.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-use-controllable-state@1.2.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-escape-keydown,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dismissable-layer@1.1.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-layout-effect,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-id@1.1.2; @radix-ui/react-popper@1.3.1; @radix-ui/react-portal@1.1.12; @radix-ui/react-presence@1.1.6; @radix-ui/react-use-controllable-state@1.2.3; @radix-ui/react-use-effect-event@0.0.3; @radix-ui/react-use-size@1.1.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-previous,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-switch@1.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-rect,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-popper@1.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-use-size,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-popper@1.3.1; @radix-ui/react-switch@1.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/react-visually-hidden,1.2.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-tooltip@1.2.10,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@radix-ui/rect,1.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-popper@1.3.1; @radix-ui/react-use-rect@1.1.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-android-arm64,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-android-arm64,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-darwin-arm64,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-darwin-arm64,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-darwin-x64,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-darwin-x64,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-freebsd-x64,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-freebsd-x64,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm-gnueabihf,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm-gnueabihf,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm64-gnu,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm64-gnu,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm64-musl,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-arm64-musl,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-ppc64-gnu,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-ppc64-gnu,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-s390x-gnu,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-s390x-gnu,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-x64-gnu,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-x64-gnu,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-x64-musl,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-linux-x64-musl,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-openharmony-arm64,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-openharmony-arm64,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-wasm32-wasi,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-wasm32-wasi,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-win32-arm64-msvc,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-win32-arm64-msvc,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-win32-x64-msvc,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/binding-win32-x64-msvc,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@rolldown/pluginutils,1.0.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@vitejs/plugin-react@6.0.2; rolldown@1.0.3; rolldown@1.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/conventions,0.12.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@sentry/node-core@10.59.0; @sentry/opentelemetry@10.59.0; @sentry/server-utils@10.59.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/core,10.59.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@sentry/node-core@10.59.0; @sentry/node@10.59.0; @sentry/opentelemetry@10.59.0; @sentry/server-utils@10.59.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/node-core,10.59.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@sentry/node@10.59.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/node,10.59.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/opentelemetry,10.59.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@sentry/node-core@10.59.0; @sentry/node@10.59.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@sentry/server-utils,10.59.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@sentry/node@10.59.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/core,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@shikijs/transformers@4.2.0; shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/engine-javascript,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/engine-oniguruma,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/langs,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/primitive,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@shikijs/core@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/themes,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@pierre/theming@0.0.1; shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/transformers,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@pierre/diffs@1.2.11,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/types,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@shikijs/core@4.2.0; @shikijs/engine-javascript@4.2.0; @shikijs/engine-oniguruma@4.2.0; @shikijs/langs@4.2.0; @shikijs/primitive@4.2.0; @shikijs/themes@4.2.0; @shikijs/transformers@4.2.0; shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@shikijs/vscode-textmate,10.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@shikijs/core@4.2.0; @shikijs/engine-javascript@4.2.0; @shikijs/engine-oniguruma@4.2.0; @shikijs/primitive@4.2.0; @shikijs/types@4.2.0; shiki@4.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@stablelib/base64,1.0.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,standardwebhooks@1.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/node,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/vite@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-android-arm64,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-darwin-arm64,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-darwin-x64,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-freebsd-x64,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-linux-arm-gnueabihf,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-linux-arm64-gnu,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-linux-arm64-musl,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-linux-x64-gnu,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-linux-x64-musl,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-wasm32-wasi,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-win32-arm64-msvc,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide-win32-x64-msvc,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/oxide@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/oxide,4.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/vite@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tailwindcss/vite,4.3.1,Keep,Required build integration. Move declaration to devDependencies with tailwindcss; that reclassification alone removes no lock entries. Upgrade both to 4.3.3.,,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/history,1.162.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-router@1.170.16; @tanstack/router-core@1.171.13; @tanstack/start-server-core@1.169.15,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/query-core,5.101.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@clerk/shared@4.19.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-router,1.170.16,Keep,"Route definitions, navigation and generated routing. Update to 1.170.39 with Start and Clerk as a tested set.",@clerk/tanstack-react-start@1.4.5; @tanstack/react-start-client@1.168.14; @tanstack/react-start-rsc@0.1.25; @tanstack/react-start-server@1.167.20; @tanstack/react-start@1.168.26; @tanstack/router-plugin@1.168.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-start-client,1.168.14,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start@1.168.26,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-start-rsc,0.1.25,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start@1.168.26,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-start-server,1.167.20,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start@1.168.26,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-start,1.168.26,Keep,SSR and server functions are embedded in the app. Update to 1.168.58 with Nitro/Clerk tests. No framework rewrite solely to shrink package count.,@clerk/tanstack-react-start@1.4.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/react-store,0.9.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-router@1.170.16,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/router-core,1.171.13,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-router@1.170.16; @tanstack/react-start-client@1.168.14; @tanstack/react-start-rsc@0.1.25; @tanstack/react-start-server@1.167.20; @tanstack/router-generator@1.167.17; @tanstack/router-plugin@1.168.18; @tanstack/start-client-core@1.170.12; @tanstack/start-plugin-core@1.171.18; @tanstack/start-server-core@1.169.15; @tanstack/start-storage-context@1.167.15,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/router-generator,1.167.17,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-plugin@1.168.18; @tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/router-plugin,1.168.18,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/router-utils,1.162.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-rsc@0.1.25; @tanstack/react-start@1.168.26; @tanstack/router-generator@1.167.17; @tanstack/router-plugin@1.168.18; @tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,@tanstack/start-client-core,1.170.12,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-start-client@1.168.14; @tanstack/react-start-rsc@0.1.25; @tanstack/react-start@1.168.26; @tanstack/start-server-core@1.169.15,,No OSV match on audit date; not a safety guarantee
